"","sim","fold","alg","r","lhat"
"365","T2D","6","pca+pls","8","0.2"
"366","T2D","6","pca+pls","9","0.266666666666667"
"367","T2D","6","pca+pls","11","0.333333333333333"
"368","T2D","6","pca+pls","13","0.333333333333333"
"369","T2D","6","pca+pls","18","0.266666666666667"
"370","T2D","6","pca+pls","19","0.266666666666667"
"371","T2D","6","pca+pls","24","0.266666666666667"
"372","T2D","6","pca+pls","30","0.2"
"373","T2D","6","pca+pls","34","0.266666666666667"
"374","T2D","6","pca+pls","16","0.266666666666667"
"375","T2D","6","pca+pls","22","0.2"
"376","T2D","6","pca+pls","32","0.2"
"377","T2D","6","pca+pls","39","0.2"
"378","T2D","6","pca+pls","10","0.333333333333333"
"379","T2D","6","pca+pls","11","0.266666666666667"
"380","T2D","6","pca+pls","12","0.266666666666667"
"381","T2D","6","pca+pls","23","0.266666666666667"
"382","T2D","6","pca+pls","36","0.266666666666667"
"383","T2D","6","pca+pls","21","0.266666666666667"
"384","T2D","6","pca+pls","39","0.266666666666667"
"385","T2D","6","pca+pls","14","0.2"
"386","T2D","6","pca+pls","42","0.333333333333333"
"387","T2D","6","pca+pls","15","0.2"
"388","T2D","6","pca+pls","18","0.266666666666667"
"389","T2D","6","pca+pls","39","0.2"
"390","T2D","6","pca+pls","16","0.266666666666667"
"391","T2D","6","pca+pls","20","0.333333333333333"
"392","T2D","6","pca+pls","33","0.333333333333333"
"393","T2D","6","pca+pls","31","0.266666666666667"
"394","T2D","6","pca+pls","35","0.2"
"395","T2D","6","pca+pls","17","0.2"
"396","T2D","6","pca+pls","26","0.266666666666667"
"397","T2D","6","pca+pls","48","0.333333333333333"
"398","T2D","6","pca+pls","44","0.333333333333333"
"399","T2D","6","pca+pls","50","0.333333333333333"
"400","T2D","6","pca+pls","38","0.333333333333333"
"401","T2D","6","pca+pls","51","0.266666666666667"
"402","T2D","6","pca+pls","28","0.266666666666667"
"403","T2D","6","pca+pls","37","0.266666666666667"
"404","T2D","6","pca+pls","41","0.2"
"405","T2D","6","pca+pls","25","0.333333333333333"
"406","T2D","6","pca+pls","28","0.2"
"407","T2D","6","pca+pls","43","0.333333333333333"
"408","T2D","6","pca+pls","46","0.2"
"409","T2D","6","pca+pls","47","0.266666666666667"
"410","T2D","6","pca+pls","52","0.2"
"411","T2D","6","pca+pls","45","0.266666666666667"
"412","T2D","6","pca+pls","57","0.333333333333333"
"413","T2D","6","pca+pls","58","0.2"
"414","T2D","6","pca+pls","29","0.266666666666667"
"415","T2D","6","pca+pls","36","0.2"
"416","T2D","6","pca+pls","54","0.2"
"417","T2D","6","pca+pls","55","0.266666666666667"
"418","T2D","6","pca+pls","40","0.266666666666667"
"419","T2D","6","pca+pls","44","0.266666666666667"
"420","T2D","6","pca+pls","48","0.266666666666667"
"421","T2D","6","pca+pls","49","0.266666666666667"
"422","T2D","6","pca+pls","56","0.333333333333333"
"423","T2D","6","pca+pls","53","0.2"
"424","T2D","6","pca+pls","59","0.266666666666667"
"425","T2D","6","pca+pls","60","0.333333333333333"
"426","T2D","6","pca+pls","61","0.333333333333333"
"427","T2D","7","pca+pls","1","0.333333333333333"
"428","T2D","7","pca+pls","1","0.266666666666667"
"429","T2D","7","pca+pls","27","0.333333333333333"
"430","T2D","7","pca+pls","2","0.266666666666667"
"431","T2D","7","pca+pls","3","0.266666666666667"
"432","T2D","7","pca+pls","4","0.266666666666667"
"433","T2D","7","pca+pls","5","0.266666666666667"
"434","T2D","7","pca+pls","6","0.266666666666667"
"435","T2D","7","pca+pls","7","0.2"
"436","T2D","7","pca+pls","8","0.2"
"437","T2D","7","pca+pls","9","0.2"
"438","T2D","7","pca+pls","11","0.266666666666667"
"439","T2D","7","pca+pls","13","0.2"
"440","T2D","7","pca+pls","18","0.266666666666667"
"441","T2D","7","pca+pls","19","0.2"
"442","T2D","7","pca+pls","24","0.266666666666667"
"443","T2D","7","pca+pls","30","0.2"
"444","T2D","7","pca+pls","34","0.2"
"445","T2D","7","pca+pls","16","0.2"
"446","T2D","7","pca+pls","22","0.2"
"447","T2D","7","pca+pls","32","0.2"
"448","T2D","7","pca+pls","39","0.2"
"449","T2D","7","pca+pls","10","0.266666666666667"
"450","T2D","7","pca+pls","11","0.2"
"451","T2D","7","pca+pls","12","0.2"
"452","T2D","7","pca+pls","23","0.2"
"453","T2D","7","pca+pls","36","0.2"
"454","T2D","7","pca+pls","21","0.2"
"455","T2D","7","pca+pls","39","0.2"
"456","T2D","7","pca+pls","14","0.2"
"457","T2D","7","pca+pls","42","0.2"
"458","T2D","7","pca+pls","15","0.2"
"459","T2D","7","pca+pls","18","0.266666666666667"
"460","T2D","7","pca+pls","39","0.2"
"461","T2D","7","pca+pls","16","0.266666666666667"
"462","T2D","7","pca+pls","20","0.2"
"463","T2D","7","pca+pls","33","0.2"
"464","T2D","7","pca+pls","31","0.2"
"465","T2D","7","pca+pls","35","0.2"
"466","T2D","7","pca+pls","17","0.266666666666667"
"467","T2D","7","pca+pls","26","0.2"
"468","T2D","7","pca+pls","48","0.2"
"469","T2D","7","pca+pls","44","0.2"
"470","T2D","7","pca+pls","50","0.2"
"471","T2D","7","pca+pls","38","0.2"
"472","T2D","7","pca+pls","51","0.2"
"473","T2D","7","pca+pls","28","0.2"
"474","T2D","7","pca+pls","37","0.2"
"475","T2D","7","pca+pls","41","0.2"
"476","T2D","7","pca+pls","25","0.2"
"477","T2D","7","pca+pls","28","0.2"
"478","T2D","7","pca+pls","43","0.2"
"479","T2D","7","pca+pls","46","0.266666666666667"
"480","T2D","7","pca+pls","47","0.2"
"481","T2D","7","pca+pls","52","0.2"
"482","T2D","7","pca+pls","45","0.2"
"483","T2D","7","pca+pls","57","0.133333333333333"
"484","T2D","7","pca+pls","58","0.2"
"485","T2D","7","pca+pls","29","0.2"
"486","T2D","7","pca+pls","36","0.266666666666667"
"487","T2D","7","pca+pls","54","0.2"
"488","T2D","7","pca+pls","55","0.2"
"489","T2D","7","pca+pls","40","0.2"
"490","T2D","7","pca+pls","44","0.2"
"491","T2D","7","pca+pls","48","0.2"
"492","T2D","7","pca+pls","49","0.2"
"493","T2D","7","pca+pls","56","0.2"
"494","T2D","7","pca+pls","53","0.2"
"495","T2D","7","pca+pls","59","0.2"
"496","T2D","7","pca+pls","60","0.2"
"497","T2D","7","pca+pls","61","0.2"
"498","T2D","8","pca+pls","1","0.6"
"499","T2D","8","pca+pls","1","0.6"
"500","T2D","8","pca+pls","27","0.266666666666667"
"501","T2D","8","pca+pls","2","0.2"
"502","T2D","8","pca+pls","3","0.266666666666667"
"503","T2D","8","pca+pls","4","0.133333333333333"
"504","T2D","8","pca+pls","5","0.2"
"505","T2D","8","pca+pls","6","0.2"
"506","T2D","8","pca+pls","7","0.133333333333333"
"507","T2D","8","pca+pls","8","0.133333333333333"
"508","T2D","8","pca+pls","9","0.266666666666667"
"509","T2D","8","pca+pls","11","0.2"
"510","T2D","8","pca+pls","13","0.2"
"511","T2D","8","pca+pls","18","0.2"
"512","T2D","8","pca+pls","19","0.2"
"513","T2D","8","pca+pls","24","0.2"
"514","T2D","8","pca+pls","30","0.2"
"515","T2D","8","pca+pls","34","0.133333333333333"
"516","T2D","8","pca+pls","16","0.2"
"517","T2D","8","pca+pls","22","0.266666666666667"
"518","T2D","8","pca+pls","32","0.133333333333333"
"519","T2D","8","pca+pls","39","0.266666666666667"
"520","T2D","8","pca+pls","10","0.2"
"521","T2D","8","pca+pls","11","0.266666666666667"
"522","T2D","8","pca+pls","12","0.133333333333333"
"523","T2D","8","pca+pls","23","0.133333333333333"
"524","T2D","8","pca+pls","36","0.2"
"525","T2D","8","pca+pls","21","0.2"
"526","T2D","8","pca+pls","39","0.2"
"527","T2D","8","pca+pls","14","0.0666666666666667"
"528","T2D","8","pca+pls","42","0.2"
"529","T2D","8","pca+pls","15","0.2"
"530","T2D","8","pca+pls","18","0.2"
"531","T2D","8","pca+pls","39","0.266666666666667"
"532","T2D","8","pca+pls","16","0.133333333333333"
"533","T2D","8","pca+pls","20","0.2"
"534","T2D","8","pca+pls","33","0.2"
"535","T2D","8","pca+pls","31","0.2"
"536","T2D","8","pca+pls","35","0.266666666666667"
"537","T2D","8","pca+pls","17","0.2"
"538","T2D","8","pca+pls","26","0.2"
"539","T2D","8","pca+pls","48","0.2"
"540","T2D","8","pca+pls","44","0.2"
"541","T2D","8","pca+pls","50","0.133333333333333"
"542","T2D","8","pca+pls","38","0.2"
"543","T2D","8","pca+pls","51","0.2"
"544","T2D","8","pca+pls","28","0.2"
"545","T2D","8","pca+pls","37","0.133333333333333"
"546","T2D","8","pca+pls","41","0.2"
"547","T2D","8","pca+pls","25","0.0666666666666667"
"548","T2D","8","pca+pls","28","0.266666666666667"
"549","T2D","8","pca+pls","43","0.0666666666666667"
"550","T2D","8","pca+pls","46","0.2"
"551","T2D","8","pca+pls","47","0.2"
"552","T2D","8","pca+pls","52","0.266666666666667"
"553","T2D","8","pca+pls","45","0.133333333333333"
"554","T2D","8","pca+pls","57","0.2"
"555","T2D","8","pca+pls","58","0.2"
"556","T2D","8","pca+pls","29","0.0666666666666667"
"557","T2D","8","pca+pls","36","0.133333333333333"
"558","T2D","8","pca+pls","54","0.133333333333333"
"559","T2D","8","pca+pls","55","0.133333333333333"
"560","T2D","8","pca+pls","40","0.266666666666667"
"561","T2D","8","pca+pls","44","0.2"
"562","T2D","8","pca+pls","48","0.2"
"563","T2D","8","pca+pls","49","0.2"
"564","T2D","8","pca+pls","56","0.266666666666667"
"565","T2D","8","pca+pls","53","0.266666666666667"
"566","T2D","8","pca+pls","59","0.133333333333333"
"567","T2D","8","pca+pls","60","0.2"
"568","T2D","8","pca+pls","61","0.266666666666667"
"569","T2D","9","pca+pls","1","0.571428571428571"
