"","sim","fold","alg","r","lhat"
"58","T2D","2","PCA","43","0.133333333333333"
"59","T2D","2","PCA","46","0.133333333333333"
"60","T2D","2","PCA","50","0.0666666666666667"
"61","T2D","3","PCA","1","0.666666666666667"
"62","T2D","3","PCA","2","0.6"
"63","T2D","3","PCA","3","0.466666666666667"
"64","T2D","3","PCA","4","0.466666666666667"
"65","T2D","3","PCA","5","0.533333333333333"
"66","T2D","3","PCA","6","0.533333333333333"
"67","T2D","3","PCA","7","0.4"
"68","T2D","3","PCA","8","0.4"
"69","T2D","3","PCA","9","0.333333333333333"
"70","T2D","3","PCA","10","0.4"
"71","T2D","3","PCA","11","0.466666666666667"
"72","T2D","3","PCA","12","0.4"
"73","T2D","3","PCA","13","0.333333333333333"
"74","T2D","3","PCA","14","0.266666666666667"
"75","T2D","3","PCA","15","0.266666666666667"
"76","T2D","3","PCA","16","0.333333333333333"
"77","T2D","3","PCA","18","0.266666666666667"
"78","T2D","3","PCA","19","0.333333333333333"
"79","T2D","3","PCA","21","0.266666666666667"
"80","T2D","3","PCA","23","0.333333333333333"
"81","T2D","3","PCA","24","0.333333333333333"
"82","T2D","3","PCA","26","0.333333333333333"
"83","T2D","3","PCA","29","0.333333333333333"
"84","T2D","3","PCA","31","0.333333333333333"
"85","T2D","3","PCA","34","0.266666666666667"
"86","T2D","3","PCA","36","0.333333333333333"
"87","T2D","3","PCA","39","0.333333333333333"
"88","T2D","3","PCA","43","0.466666666666667"
"89","T2D","3","PCA","46","0.333333333333333"
"90","T2D","3","PCA","50","0.333333333333333"
"91","T2D","4","PCA","1","0.533333333333333"
"92","T2D","4","PCA","2","0.4"
"93","T2D","4","PCA","3","0.333333333333333"
"94","T2D","4","PCA","4","0.533333333333333"
"95","T2D","4","PCA","5","0.4"
"96","T2D","4","PCA","6","0.266666666666667"
"97","T2D","4","PCA","7","0.266666666666667"
"98","T2D","4","PCA","8","0.266666666666667"
"99","T2D","4","PCA","9","0.266666666666667"
"100","T2D","4","PCA","10","0.133333333333333"
"101","T2D","4","PCA","11","0.333333333333333"
"102","T2D","4","PCA","12","0.266666666666667"
"103","T2D","4","PCA","13","0.333333333333333"
"104","T2D","4","PCA","14","0.333333333333333"
"105","T2D","4","PCA","15","0.266666666666667"
"106","T2D","4","PCA","16","0.266666666666667"
"107","T2D","4","PCA","18","0.333333333333333"
"108","T2D","4","PCA","19","0.266666666666667"
"109","T2D","4","PCA","21","0.333333333333333"
"110","T2D","4","PCA","23","0.4"
"111","T2D","4","PCA","24","0.266666666666667"
"112","T2D","4","PCA","26","0.333333333333333"
"113","T2D","4","PCA","29","0.4"
"114","T2D","4","PCA","31","0.333333333333333"
"115","T2D","4","PCA","34","0.4"
"116","T2D","4","PCA","36","0.466666666666667"
"117","T2D","4","PCA","39","0.4"
"118","T2D","4","PCA","43","0.466666666666667"
"119","T2D","4","PCA","46","0.4"
"120","T2D","4","PCA","50","0.4"
"121","T2D","5","PCA","1","0.466666666666667"
"122","T2D","5","PCA","2","0.333333333333333"
"123","T2D","5","PCA","3","0.266666666666667"
"124","T2D","5","PCA","4","0.333333333333333"
"125","T2D","5","PCA","5","0.333333333333333"
"126","T2D","5","PCA","6","0.266666666666667"
"127","T2D","5","PCA","7","0.333333333333333"
"128","T2D","5","PCA","8","0.333333333333333"
"129","T2D","5","PCA","9","0.4"
"130","T2D","5","PCA","10","0.4"
"131","T2D","5","PCA","11","0.4"
"132","T2D","5","PCA","12","0.466666666666667"
"133","T2D","5","PCA","13","0.466666666666667"
"134","T2D","5","PCA","14","0.466666666666667"
"135","T2D","5","PCA","15","0.333333333333333"
"136","T2D","5","PCA","16","0.466666666666667"
"137","T2D","5","PCA","18","0.333333333333333"
"138","T2D","5","PCA","19","0.333333333333333"
"139","T2D","5","PCA","21","0.466666666666667"
"140","T2D","5","PCA","23","0.4"
"141","T2D","5","PCA","24","0.333333333333333"
"142","T2D","5","PCA","26","0.333333333333333"
"143","T2D","5","PCA","29","0.4"
"144","T2D","5","PCA","31","0.266666666666667"
"145","T2D","5","PCA","34","0.333333333333333"
"146","T2D","5","PCA","36","0.333333333333333"
"147","T2D","5","PCA","39","0.333333333333333"
"148","T2D","5","PCA","43","0.266666666666667"
"149","T2D","5","PCA","46","0.333333333333333"
"150","T2D","5","PCA","50","0.2"
"151","T2D","6","PCA","1","0.2"
"152","T2D","6","PCA","2","0.333333333333333"
"153","T2D","6","PCA","3","0.333333333333333"
"154","T2D","6","PCA","4","0.4"
"155","T2D","6","PCA","5","0.466666666666667"
"156","T2D","6","PCA","6","0.4"
"157","T2D","6","PCA","7","0.4"
"158","T2D","6","PCA","8","0.333333333333333"
"159","T2D","6","PCA","9","0.4"
"160","T2D","6","PCA","10","0.4"
"161","T2D","6","PCA","11","0.466666666666667"
"162","T2D","6","PCA","12","0.333333333333333"
"163","T2D","6","PCA","13","0.533333333333333"
"164","T2D","6","PCA","14","0.466666666666667"
"165","T2D","6","PCA","15","0.466666666666667"
"166","T2D","6","PCA","16","0.466666666666667"
"167","T2D","6","PCA","18","0.533333333333333"
"168","T2D","6","PCA","19","0.4"
"169","T2D","6","PCA","21","0.4"
"170","T2D","6","PCA","23","0.533333333333333"
"171","T2D","6","PCA","24","0.4"
"172","T2D","6","PCA","26","0.333333333333333"
"173","T2D","6","PCA","29","0.4"
"174","T2D","6","PCA","31","0.4"
"175","T2D","6","PCA","34","0.333333333333333"
"176","T2D","6","PCA","36","0.6"
"177","T2D","6","PCA","39","0.533333333333333"
"178","T2D","6","PCA","43","0.333333333333333"
"179","T2D","6","PCA","46","0.466666666666667"
"180","T2D","6","PCA","50","0.533333333333333"
"181","T2D","7","PCA","1","0.6"
"182","T2D","7","PCA","2","0.6"
"183","T2D","7","PCA","3","0.333333333333333"
"184","T2D","7","PCA","4","0.333333333333333"
"185","T2D","7","PCA","5","0.2"
"186","T2D","7","PCA","6","0.133333333333333"
"187","T2D","7","PCA","7","0.333333333333333"
"188","T2D","7","PCA","8","0.266666666666667"
"189","T2D","7","PCA","9","0.333333333333333"
"190","T2D","7","PCA","10","0.266666666666667"
"191","T2D","7","PCA","11","0.266666666666667"
"192","T2D","7","PCA","12","0.333333333333333"
"193","T2D","7","PCA","13","0.266666666666667"
"194","T2D","7","PCA","14","0.266666666666667"
"195","T2D","7","PCA","15","0.2"
"196","T2D","7","PCA","16","0.266666666666667"
"197","T2D","7","PCA","18","0.266666666666667"
"198","T2D","7","PCA","19","0.266666666666667"
"199","T2D","7","PCA","21","0.266666666666667"
"200","T2D","7","PCA","23","0.333333333333333"
"201","T2D","7","PCA","24","0.266666666666667"
"202","T2D","7","PCA","26","0.266666666666667"
"203","T2D","7","PCA","29","0.2"
"204","T2D","7","PCA","31","0.2"
"205","T2D","7","PCA","34","0.2"
"206","T2D","7","PCA","36","0.2"
"207","T2D","7","PCA","39","0.2"
"208","T2D","7","PCA","43","0.2"
"209","T2D","7","PCA","46","0.2"
"210","T2D","7","PCA","50","0.2"
"211","T2D","8","PCA","1","0.466666666666667"
"212","T2D","8","PCA","2","0.466666666666667"
"213","T2D","8","PCA","3","0.466666666666667"
"214","T2D","8","PCA","4","0.4"
"215","T2D","8","PCA","5","0.333333333333333"
"216","T2D","8","PCA","6","0.333333333333333"
"217","T2D","8","PCA","7","0.333333333333333"
"218","T2D","8","PCA","8","0.4"
"219","T2D","8","PCA","9","0.266666666666667"
"220","T2D","8","PCA","10","0.266666666666667"
"221","T2D","8","PCA","11","0.4"
"222","T2D","8","PCA","12","0.466666666666667"
"223","T2D","8","PCA","13","0.266666666666667"
"224","T2D","8","PCA","14","0.266666666666667"
"225","T2D","8","PCA","15","0.4"
"226","T2D","8","PCA","16","0.4"
"227","T2D","8","PCA","18","0.4"
"228","T2D","8","PCA","19","0.266666666666667"
"229","T2D","8","PCA","21","0.2"
"230","T2D","8","PCA","23","0.133333333333333"
"231","T2D","8","PCA","24","0.133333333333333"
"232","T2D","8","PCA","26","0.2"
"233","T2D","8","PCA","29","0.2"
"234","T2D","8","PCA","31","0.466666666666667"
"235","T2D","8","PCA","34","0.266666666666667"
"236","T2D","8","PCA","36","0.2"
"237","T2D","8","PCA","39","0.333333333333333"
"238","T2D","8","PCA","43","0.4"
"239","T2D","8","PCA","46","0.466666666666667"
"240","T2D","8","PCA","50","0.333333333333333"
"241","T2D","9","PCA","1","0.571428571428571"
"242","T2D","9","PCA","2","0.642857142857143"
"243","T2D","9","PCA","3","0.5"
"244","T2D","9","PCA","4","0.571428571428571"
"245","T2D","9","PCA","5","0.571428571428571"
"246","T2D","9","PCA","6","0.5"
"247","T2D","9","PCA","7","0.357142857142857"
"248","T2D","9","PCA","8","0.428571428571429"
"249","T2D","9","PCA","9","0.428571428571429"
"250","T2D","9","PCA","10","0.428571428571429"
"251","T2D","9","PCA","11","0.428571428571429"
"252","T2D","9","PCA","12","0.357142857142857"
"253","T2D","9","PCA","13","0.428571428571429"
"254","T2D","9","PCA","14","0.428571428571429"
"255","T2D","9","PCA","15","0.428571428571429"
"256","T2D","9","PCA","16","0.285714285714286"
"257","T2D","9","PCA","18","0.5"
"258","T2D","9","PCA","19","0.5"
"259","T2D","9","PCA","21","0.5"
"260","T2D","9","PCA","23","0.428571428571429"
"261","T2D","9","PCA","24","0.428571428571429"
"262","T2D","9","PCA","26","0.428571428571429"
"263","T2D","9","PCA","29","0.357142857142857"
"264","T2D","9","PCA","31","0.428571428571429"
"265","T2D","9","PCA","34","0.357142857142857"
"266","T2D","9","PCA","36","0.428571428571429"
"267","T2D","9","PCA","39","0.428571428571429"
"268","T2D","9","PCA","43","0.357142857142857"
"269","T2D","9","PCA","46","0.428571428571429"
"270","T2D","9","PCA","50","0.357142857142857"
"271","T2D","10","PCA","1","0.5"
"272","T2D","10","PCA","2","0.5"
"273","T2D","10","PCA","3","0.285714285714286"
"274","T2D","10","PCA","4","0.285714285714286"
"275","T2D","10","PCA","5","0.214285714285714"
"276","T2D","10","PCA","6","0.0714285714285714"
"277","T2D","10","PCA","7","0.142857142857143"
"278","T2D","10","PCA","8","0.142857142857143"
"279","T2D","10","PCA","9","0.285714285714286"
"280","T2D","10","PCA","10","0.357142857142857"
"281","T2D","10","PCA","11","0.357142857142857"
"282","T2D","10","PCA","12","0.285714285714286"
"283","T2D","10","PCA","13","0.214285714285714"
"284","T2D","10","PCA","14","0.285714285714286"
"285","T2D","10","PCA","15","0.357142857142857"
"286","T2D","10","PCA","16","0.285714285714286"
"287","T2D","10","PCA","18","0.214285714285714"
"288","T2D","10","PCA","19","0.0714285714285714"
"289","T2D","10","PCA","21","0.214285714285714"
"290","T2D","10","PCA","23","0.142857142857143"
"291","T2D","10","PCA","24","0.142857142857143"
"292","T2D","10","PCA","26","0.142857142857143"
"293","T2D","10","PCA","29","0.0714285714285714"
"294","T2D","10","PCA","31","0.214285714285714"
"295","T2D","10","PCA","34","0.0714285714285714"
"296","T2D","10","PCA","36","0.0714285714285714"
"297","T2D","10","PCA","39","0.142857142857143"
"298","T2D","10","PCA","43","0.0714285714285714"
"299","T2D","10","PCA","46","0.0714285714285714"
"300","T2D","10","PCA","50","0.214285714285714"
"301","T2D","1","rrLDA","1","0.333333333333333"
"302","T2D","1","rrLDA","2","0.466666666666667"
"303","T2D","1","rrLDA","3","0.666666666666667"
"304","T2D","1","rrLDA","4","0.533333333333333"
"305","T2D","1","rrLDA","5","0.533333333333333"
"306","T2D","1","rrLDA","6","0.466666666666667"
"307","T2D","1","rrLDA","7","0.533333333333333"
"308","T2D","1","rrLDA","8","0.466666666666667"
"309","T2D","1","rrLDA","9","0.533333333333333"
"310","T2D","1","rrLDA","10","0.6"
"311","T2D","1","rrLDA","11","0.533333333333333"
"312","T2D","1","rrLDA","12","0.333333333333333"
"313","T2D","1","rrLDA","13","0.4"
"314","T2D","1","rrLDA","14","0.266666666666667"
"315","T2D","1","rrLDA","15","0.266666666666667"
"316","T2D","1","rrLDA","16","0.266666666666667"
"317","T2D","1","rrLDA","18","0.4"
"318","T2D","1","rrLDA","19","0.4"
"319","T2D","1","rrLDA","21","0.333333333333333"
"320","T2D","1","rrLDA","23","0.333333333333333"
"321","T2D","1","rrLDA","24","0.266666666666667"
"322","T2D","1","rrLDA","26","0.266666666666667"
"323","T2D","1","rrLDA","29","0.2"
"324","T2D","1","rrLDA","31","0.133333333333333"
"325","T2D","1","rrLDA","34","0.333333333333333"
"326","T2D","1","rrLDA","36","0.133333333333333"
"327","T2D","1","rrLDA","39","0.133333333333333"
"328","T2D","1","rrLDA","43","0.2"
"329","T2D","1","rrLDA","46","0.133333333333333"
"330","T2D","1","rrLDA","50","0.2"
"331","T2D","2","rrLDA","1","0.266666666666667"
"332","T2D","2","rrLDA","2","0.266666666666667"
"333","T2D","2","rrLDA","3","0.4"
"334","T2D","2","rrLDA","4","0.333333333333333"
"335","T2D","2","rrLDA","5","0.266666666666667"
"336","T2D","2","rrLDA","6","0.266666666666667"
"337","T2D","2","rrLDA","7","0.266666666666667"
"338","T2D","2","rrLDA","8","0.2"
"339","T2D","2","rrLDA","9","0.333333333333333"
"340","T2D","2","rrLDA","10","0.4"
"341","T2D","2","rrLDA","11","0.333333333333333"
"342","T2D","2","rrLDA","12","0.266666666666667"
"343","T2D","2","rrLDA","13","0.333333333333333"
"344","T2D","2","rrLDA","14","0.2"
"345","T2D","2","rrLDA","15","0.333333333333333"
"346","T2D","2","rrLDA","16","0.333333333333333"
"347","T2D","2","rrLDA","18","0.266666666666667"
"348","T2D","2","rrLDA","19","0.266666666666667"
"349","T2D","2","rrLDA","21","0.266666666666667"
"350","T2D","2","rrLDA","23","0.2"
"351","T2D","2","rrLDA","24","0.2"
"352","T2D","2","rrLDA","26","0.4"
"353","T2D","2","rrLDA","29","0.133333333333333"
"354","T2D","2","rrLDA","31","0.266666666666667"
"355","T2D","2","rrLDA","34","0.266666666666667"
"356","T2D","2","rrLDA","36","0.266666666666667"
"357","T2D","2","rrLDA","39","0.2"
"358","T2D","2","rrLDA","43","0.266666666666667"
"359","T2D","2","rrLDA","46","0.2"
"360","T2D","2","rrLDA","50","0.2"
"361","T2D","3","rrLDA","1","0.666666666666667"
"362","T2D","3","rrLDA","2","0.6"
"363","T2D","3","rrLDA","3","0.533333333333333"
"364","T2D","3","rrLDA","4","0.266666666666667"
"365","T2D","3","rrLDA","5","0.466666666666667"
"366","T2D","3","rrLDA","6","0.6"
"367","T2D","3","rrLDA","7","0.533333333333333"
"368","T2D","3","rrLDA","8","0.6"
"369","T2D","3","rrLDA","9","0.466666666666667"
"370","T2D","3","rrLDA","10","0.466666666666667"
"371","T2D","3","rrLDA","11","0.466666666666667"
"372","T2D","3","rrLDA","12","0.4"
"373","T2D","3","rrLDA","13","0.333333333333333"
"374","T2D","3","rrLDA","14","0.4"
"375","T2D","3","rrLDA","15","0.466666666666667"
"376","T2D","3","rrLDA","16","0.4"
"377","T2D","3","rrLDA","18","0.333333333333333"
"378","T2D","3","rrLDA","19","0.333333333333333"
"379","T2D","3","rrLDA","21","0.266666666666667"
"380","T2D","3","rrLDA","23","0.266666666666667"
"381","T2D","3","rrLDA","24","0.333333333333333"
"382","T2D","3","rrLDA","26","0.266666666666667"
"383","T2D","3","rrLDA","29","0.266666666666667"
"384","T2D","3","rrLDA","31","0.2"
"385","T2D","3","rrLDA","34","0.133333333333333"
"386","T2D","3","rrLDA","36","0.266666666666667"
"387","T2D","3","rrLDA","39","0.4"
"388","T2D","3","rrLDA","43","0.266666666666667"
"389","T2D","3","rrLDA","46","0.4"
"390","T2D","3","rrLDA","50","0.2"
"391","T2D","4","rrLDA","1","0.6"
"392","T2D","4","rrLDA","2","0.333333333333333"
"393","T2D","4","rrLDA","3","0.466666666666667"
"394","T2D","4","rrLDA","4","0.333333333333333"
"395","T2D","4","rrLDA","5","0.466666666666667"
"396","T2D","4","rrLDA","6","0.333333333333333"
"397","T2D","4","rrLDA","7","0.133333333333333"
"398","T2D","4","rrLDA","8","0.133333333333333"
"399","T2D","4","rrLDA","9","0.2"
"400","T2D","4","rrLDA","10","0.133333333333333"
"401","T2D","4","rrLDA","11","0.333333333333333"
"402","T2D","4","rrLDA","12","0.2"
"403","T2D","4","rrLDA","13","0.333333333333333"
"404","T2D","4","rrLDA","14","0.133333333333333"
"405","T2D","4","rrLDA","15","0.266666666666667"
"406","T2D","4","rrLDA","16","0.333333333333333"
"407","T2D","4","rrLDA","18","0.133333333333333"
"408","T2D","4","rrLDA","19","0.266666666666667"
"409","T2D","4","rrLDA","21","0.333333333333333"
"410","T2D","4","rrLDA","23","0.333333333333333"
"411","T2D","4","rrLDA","24","0.2"
"412","T2D","4","rrLDA","26","0.266666666666667"
"413","T2D","4","rrLDA","29","0.4"
"414","T2D","4","rrLDA","31","0.4"
"415","T2D","4","rrLDA","34","0.333333333333333"
"416","T2D","4","rrLDA","36","0.466666666666667"
"417","T2D","4","rrLDA","39","0.2"
"418","T2D","4","rrLDA","43","0.333333333333333"
"419","T2D","4","rrLDA","46","0.4"
"420","T2D","4","rrLDA","50","0.4"
"421","T2D","5","rrLDA","1","0.333333333333333"
"422","T2D","5","rrLDA","2","0.4"
"423","T2D","5","rrLDA","3","0.2"
"424","T2D","5","rrLDA","4","0.266666666666667"
"425","T2D","5","rrLDA","5","0.333333333333333"
"426","T2D","5","rrLDA","6","0.333333333333333"
"427","T2D","5","rrLDA","7","0.333333333333333"
"428","T2D","5","rrLDA","8","0.333333333333333"
"429","T2D","5","rrLDA","9","0.333333333333333"
"430","T2D","5","rrLDA","10","0.4"
"431","T2D","5","rrLDA","11","0.333333333333333"
"432","T2D","5","rrLDA","12","0.466666666666667"
"433","T2D","5","rrLDA","13","0.333333333333333"
"434","T2D","5","rrLDA","14","0.4"
"435","T2D","5","rrLDA","15","0.466666666666667"
"436","T2D","5","rrLDA","16","0.466666666666667"
"437","T2D","5","rrLDA","18","0.466666666666667"
"438","T2D","5","rrLDA","19","0.333333333333333"
"439","T2D","5","rrLDA","21","0.4"
"440","T2D","5","rrLDA","23","0.4"
"441","T2D","5","rrLDA","24","0.4"
"442","T2D","5","rrLDA","26","0.4"
"443","T2D","5","rrLDA","29","0.333333333333333"
"444","T2D","5","rrLDA","31","0.266666666666667"
"445","T2D","5","rrLDA","34","0.4"
"446","T2D","5","rrLDA","36","0.333333333333333"
"447","T2D","5","rrLDA","39","0.4"
"448","T2D","5","rrLDA","43","0.333333333333333"
"449","T2D","5","rrLDA","46","0.333333333333333"
"450","T2D","5","rrLDA","50","0.333333333333333"
"451","T2D","6","rrLDA","1","0.266666666666667"
"452","T2D","6","rrLDA","2","0.4"
"453","T2D","6","rrLDA","3","0.333333333333333"
"454","T2D","6","rrLDA","4","0.466666666666667"
"455","T2D","6","rrLDA","5","0.333333333333333"
"456","T2D","6","rrLDA","6","0.266666666666667"
"457","T2D","6","rrLDA","7","0.2"
"458","T2D","6","rrLDA","8","0.333333333333333"
"459","T2D","6","rrLDA","9","0.266666666666667"
"460","T2D","6","rrLDA","10","0.266666666666667"
"461","T2D","6","rrLDA","11","0.333333333333333"
"462","T2D","6","rrLDA","12","0.333333333333333"
"463","T2D","6","rrLDA","13","0.333333333333333"
"464","T2D","6","rrLDA","14","0.266666666666667"
"465","T2D","6","rrLDA","15","0.333333333333333"
"466","T2D","6","rrLDA","16","0.2"
"467","T2D","6","rrLDA","18","0.333333333333333"
"468","T2D","6","rrLDA","19","0.333333333333333"
"469","T2D","6","rrLDA","21","0.266666666666667"
"470","T2D","6","rrLDA","23","0.333333333333333"
"471","T2D","6","rrLDA","24","0.2"
"472","T2D","6","rrLDA","26","0.133333333333333"
"473","T2D","6","rrLDA","29","0.333333333333333"
"474","T2D","6","rrLDA","31","0.266666666666667"
"475","T2D","6","rrLDA","34","0.266666666666667"
"476","T2D","6","rrLDA","36","0.333333333333333"
"477","T2D","6","rrLDA","39","0.2"
"478","T2D","6","rrLDA","43","0.266666666666667"
"479","T2D","6","rrLDA","46","0.266666666666667"
"480","T2D","6","rrLDA","50","0.333333333333333"
"481","T2D","7","rrLDA","1","0.6"
"482","T2D","7","rrLDA","2","0.533333333333333"
"483","T2D","7","rrLDA","3","0.466666666666667"
"484","T2D","7","rrLDA","4","0.333333333333333"
"485","T2D","7","rrLDA","5","0.333333333333333"
"486","T2D","7","rrLDA","6","0.2"
"487","T2D","7","rrLDA","7","0.333333333333333"
"488","T2D","7","rrLDA","8","0.333333333333333"
"489","T2D","7","rrLDA","9","0.133333333333333"
"490","T2D","7","rrLDA","10","0.266666666666667"
"491","T2D","7","rrLDA","11","0.266666666666667"
"492","T2D","7","rrLDA","12","0.4"
"493","T2D","7","rrLDA","13","0.4"
"494","T2D","7","rrLDA","14","0.333333333333333"
"495","T2D","7","rrLDA","15","0.4"
"496","T2D","7","rrLDA","16","0.266666666666667"
"497","T2D","7","rrLDA","18","0.333333333333333"
"498","T2D","7","rrLDA","19","0.4"
"499","T2D","7","rrLDA","21","0.4"
"500","T2D","7","rrLDA","23","0.266666666666667"
"501","T2D","7","rrLDA","24","0.4"
"502","T2D","7","rrLDA","26","0.266666666666667"
"503","T2D","7","rrLDA","29","0.4"
"504","T2D","7","rrLDA","31","0.333333333333333"
"505","T2D","7","rrLDA","34","0.333333333333333"
"506","T2D","7","rrLDA","36","0.333333333333333"
"507","T2D","7","rrLDA","39","0.266666666666667"
"508","T2D","7","rrLDA","43","0.333333333333333"
"509","T2D","7","rrLDA","46","0.333333333333333"
"510","T2D","7","rrLDA","50","0.4"
"511","T2D","8","rrLDA","1","0.466666666666667"
"512","T2D","8","rrLDA","2","0.533333333333333"
"513","T2D","8","rrLDA","3","0.266666666666667"
"514","T2D","8","rrLDA","4","0.4"
"515","T2D","8","rrLDA","5","0.4"
"516","T2D","8","rrLDA","6","0.4"
"517","T2D","8","rrLDA","7","0.466666666666667"
"518","T2D","8","rrLDA","8","0.4"
"519","T2D","8","rrLDA","9","0.466666666666667"
"520","T2D","8","rrLDA","10","0.6"
"521","T2D","8","rrLDA","11","0.466666666666667"
"522","T2D","8","rrLDA","12","0.333333333333333"
"523","T2D","8","rrLDA","13","0.4"
"524","T2D","8","rrLDA","14","0.333333333333333"
"525","T2D","8","rrLDA","15","0.4"
"526","T2D","8","rrLDA","16","0.333333333333333"
"527","T2D","8","rrLDA","18","0.4"
"528","T2D","8","rrLDA","19","0.4"
"529","T2D","8","rrLDA","21","0.4"
"530","T2D","8","rrLDA","23","0.4"
"531","T2D","8","rrLDA","24","0.4"
"532","T2D","8","rrLDA","26","0.4"
"533","T2D","8","rrLDA","29","0.266666666666667"
"534","T2D","8","rrLDA","31","0.266666666666667"
"535","T2D","8","rrLDA","34","0.333333333333333"
"536","T2D","8","rrLDA","36","0.333333333333333"
"537","T2D","8","rrLDA","39","0.466666666666667"
"538","T2D","8","rrLDA","43","0.466666666666667"
"539","T2D","8","rrLDA","46","0.4"
"540","T2D","8","rrLDA","50","0.4"
"541","T2D","9","rrLDA","1","0.5"
"542","T2D","9","rrLDA","2","0.5"
"543","T2D","9","rrLDA","3","0.714285714285714"
"544","T2D","9","rrLDA","4","0.642857142857143"
"545","T2D","9","rrLDA","5","0.571428571428571"
"546","T2D","9","rrLDA","6","0.5"
"547","T2D","9","rrLDA","7","0.428571428571429"
"548","T2D","9","rrLDA","8","0.357142857142857"
"549","T2D","9","rrLDA","9","0.428571428571429"
"550","T2D","9","rrLDA","10","0.428571428571429"
"551","T2D","9","rrLDA","11","0.5"
"552","T2D","9","rrLDA","12","0.5"
"553","T2D","9","rrLDA","13","0.5"
"554","T2D","9","rrLDA","14","0.357142857142857"
"555","T2D","9","rrLDA","15","0.357142857142857"
"556","T2D","9","rrLDA","16","0.428571428571429"
"557","T2D","9","rrLDA","18","0.285714285714286"
"558","T2D","9","rrLDA","19","0.357142857142857"
"559","T2D","9","rrLDA","21","0.357142857142857"
"560","T2D","9","rrLDA","23","0.357142857142857"
"561","T2D","9","rrLDA","24","0.428571428571429"
"562","T2D","9","rrLDA","26","0.428571428571429"
"563","T2D","9","rrLDA","29","0.428571428571429"
"564","T2D","9","rrLDA","31","0.285714285714286"
"565","T2D","9","rrLDA","34","0.5"
"566","T2D","9","rrLDA","36","0.357142857142857"
"567","T2D","9","rrLDA","39","0.428571428571429"
"568","T2D","9","rrLDA","43","0.428571428571429"
"569","T2D","9","rrLDA","46","0.428571428571429"
"570","T2D","9","rrLDA","50","0.5"
"571","T2D","10","rrLDA","1","0.642857142857143"
"572","T2D","10","rrLDA","2","0.5"
"573","T2D","10","rrLDA","3","0.214285714285714"
"574","T2D","10","rrLDA","4","0.357142857142857"
"575","T2D","10","rrLDA","5","0.285714285714286"
"576","T2D","10","rrLDA","6","0.214285714285714"
"577","T2D","10","rrLDA","7","0.214285714285714"
"578","T2D","10","rrLDA","8","0.285714285714286"
"579","T2D","10","rrLDA","9","0.428571428571429"
"580","T2D","10","rrLDA","10","0.285714285714286"
"581","T2D","10","rrLDA","11","0.428571428571429"
"582","T2D","10","rrLDA","12","0.285714285714286"
"583","T2D","10","rrLDA","13","0.357142857142857"
"584","T2D","10","rrLDA","14","0.285714285714286"
